household_id,number_persons,district,household_type_theoretical,household_type_generated,member_count,house_building_name,house_building_type
HH_1226,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_1227,2 personas,Sur,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,yes
HH_1228,1 persona,Norte,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,yes
HH_1229,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Madrid,city
HH_1230,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,house
HH_1231,1 persona,Polvoranca,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Fuenlabrada,city
HH_1232,1 persona,San Nicasio,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,yes
HH_1233,5 o mas personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,,residential
HH_1234,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,residential
HH_1235,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,apartments
HH_1236,1 persona,San Nicasio,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Alcorcon,city
HH_1237,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,semidetached_house
HH_1238,1 persona,Norte,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,apartments
HH_1239,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Fuenlabrada,city
HH_1240,1 persona,Norte,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Madrid,city
HH_1241,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,semidetached_house
HH_1242,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Fuenlabrada,city
HH_1243,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,semidetached_house
HH_1244,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_1245,4 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_1246,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,residential
HH_1247,1 persona,Carrascal,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,detached
HH_1248,4 personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,,apartments
HH_1249,4 personas,Norte,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,,apartments
HH_1250,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Madrid,city
HH_1251,2 personas,Sur,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,residential
HH_1252,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,semidetached_house
HH_1253,1 persona,Sur,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,yes
HH_1254,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_1255,1 persona,San Nicasio,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,yes
HH_1256,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Extremadura,city
HH_1257,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,apartments
HH_1258,2 personas,Sur,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Getafe norte,city
HH_1259,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,residential
HH_1260,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,residential
HH_1261,1 persona,Zarzaquemada,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,yes
HH_1262,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_1263,2 personas,San Nicasio,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,house
HH_1264,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_1265,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,residential
HH_1266,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1267,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,apartments
HH_1268,1 persona,Norte,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Madrid,city
HH_1269,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,detached
HH_1270,3 personas,Fortuna,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,yes
HH_1271,5 o mas personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Madrid,city
HH_1272,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,residential
HH_1273,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,yes
HH_1274,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Getafe norte,city
HH_1275,3 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,yes
HH_1276,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1277,1 persona,Carrascal,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,yes
HH_1278,5 o mas personas,Sur,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,,yes
HH_1279,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_1280,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,residential
HH_1281,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_1282,4 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,semidetached_house
HH_1283,4 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,4,,residential
HH_1284,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_1285,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Getafe norte,city
HH_1286,4 personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,,residential
HH_1287,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1288,3 personas,Sur,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,apartments
HH_1289,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_1290,1 persona,Norte,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,apartments
HH_1291,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,apartments
HH_1292,1 persona,San Nicasio,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,apartments
HH_1293,1 persona,San Nicasio,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,terrace
HH_1294,2 personas,Sur,Otro tipo de hogar,Otro tipo de hogar,2,,yes
HH_1295,5 o mas personas,San Nicasio,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,,semidetached_house
HH_1296,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1297,4 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,semidetached_house
HH_1298,1 persona,Carrascal,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Madrid,city
HH_1299,4 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_1300,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1301,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,house
HH_1302,2 personas,San Nicasio,Otro tipo de hogar,Otro tipo de hogar,2,,yes
HH_1303,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_1304,1 persona,San Nicasio,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,semidetached_house
HH_1305,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Fuenlabrada,city
HH_1306,5 o mas personas,San Nicasio,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,,yes
HH_1307,5 o mas personas,San Nicasio,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,,yes
HH_1308,2 personas,Fortuna,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1309,5 o mas personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,,yes
HH_1310,5 o mas personas,Norte,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,,yes
HH_1311,5 o mas personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,,yes
HH_1312,3 personas,Sur,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,,house
HH_1313,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Madrid,city
HH_1314,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,house
HH_1315,4 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,4,Mostoles,city
HH_1316,1 persona,Norte,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Madrid,city
HH_1317,5 o mas personas,Fortuna,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,,terrace
HH_1318,4 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,semidetached_house
HH_1319,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Alcorcon,city
HH_1320,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,apartments
HH_1321,1 persona,Norte,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Alcorcon,city
HH_1322,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1323,5 o mas personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,,yes
HH_1324,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_1325,4 personas,Sur,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,,apartments
HH_1326,4 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,house
HH_1327,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_1328,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Mostoles,city
HH_1329,3 personas,Norte,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Madrid,city
HH_1330,1 persona,Norte,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,yes
HH_1331,1 persona,Zarzaquemada,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,yes
HH_1332,1 persona,Sur,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,apartments
HH_1333,1 persona,Sur,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Alcorcon,city
HH_1334,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,apartments
HH_1335,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,apartments
HH_1336,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Peugeot,yes
HH_1337,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_1338,3 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Mostoles,city
HH_1339,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,residential
HH_1340,1 persona,Zarzaquemada,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,residential
HH_1341,3 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,terrace
HH_1342,1 persona,Zarzaquemada,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,yes
HH_1343,1 persona,Sur,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Fuenlabrada,city
HH_1344,3 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,yes
HH_1345,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,apartments
HH_1346,4 personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,,apartments
HH_1347,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_1348,3 personas,Polvoranca,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,semidetached_house
HH_1349,5 o mas personas,Sur,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,,house
HH_1350,5 o mas personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,,yes
HH_1351,1 persona,Fortuna,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,yes
HH_1352,3 personas,Carrascal,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Fuenlabrada,city
HH_1353,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Extremadura,city
HH_1354,3 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,house
HH_1355,3 personas,San Nicasio,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,,semidetached_house
HH_1356,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Alcorcon,city
HH_1357,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_1358,3 personas,San Nicasio,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),3,Fuenlabrada,city
HH_1359,1 persona,Polvoranca,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Extremadura,city
HH_1360,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,house
HH_1361,4 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_1362,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_1363,3 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,yes
HH_1364,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Madrid,city
HH_1365,1 persona,Carrascal,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,yes
HH_1366,3 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,yes
HH_1367,1 persona,Sur,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Madrid,city
HH_1368,4 personas,Norte,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,Madrid,city
HH_1369,5 o mas personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Madrid,city
HH_1370,1 persona,Polvoranca,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,semidetached_house
HH_1371,1 persona,San Nicasio,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,house
HH_1372,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Madrid,city
HH_1373,2 personas,Carrascal,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,apartments
HH_1374,2 personas,Carrascal,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Getafe norte,city
HH_1375,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,house
HH_1376,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Madrid,city
HH_1377,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,apartments
HH_1378,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Getafe norte,city
HH_1379,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1380,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1381,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,residential
HH_1382,2 personas,Fortuna,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1383,1 persona,San Nicasio,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Alcorcon,city
HH_1384,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Madrid,city
HH_1385,3 personas,Polvoranca,Otro tipo de hogar,Otro tipo de hogar,3,,house
HH_1386,3 personas,Carrascal,Otro tipo de hogar,Otro tipo de hogar,3,,house
HH_1387,1 persona,Sur,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,apartments
HH_1388,3 personas,Sur,Otro tipo de hogar,Otro tipo de hogar,3,,yes
HH_1389,3 personas,Norte,Otro tipo de hogar,Otro tipo de hogar,3,Madrid,city
HH_1390,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_1391,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,semidetached_house
HH_1392,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Madrid,city
HH_1393,3 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,apartments
HH_1394,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,residential
HH_1395,1 persona,Carrascal,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Alcorcon,city
HH_1396,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1397,3 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,yes
HH_1398,2 personas,Polvoranca,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,house
HH_1399,3 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Mostoles,city
HH_1400,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1401,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,detached
HH_1402,3 personas,Sur,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Madrid,city
HH_1403,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1404,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,apartments
HH_1405,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,apartments
HH_1406,1 persona,Polvoranca,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Mostoles,city
HH_1407,2 personas,Fortuna,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_1408,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Alcorcon,city
