household_id,person_name,gender,age,age_range,father_name,mother_name,partner_name,children_count,living_place_name,working_place_name
HH_1233,Person_3118,female,6,5-9,Person_3119,,,0,,
HH_1233,Person_3119,male,27,25-29,,,Person_3120,3,,Alcorcon
HH_1233,Person_3120,male,25,25-29,,,Person_3119,0,,
HH_1234,Person_3121,female,1,0-4,,Person_3123,,0,,
HH_1234,Person_3122,female,34,30-34,,Person_3123,,0,,Alcorcon
HH_1234,Person_3123,female,74,70-74,,,Person_3124,2,,
HH_1234,Person_3124,female,75,75-79,,,Person_3123,0,,
HH_1235,Person_3125,male,16,15-19,Person_3126,,,0,,Escuela Infantil El Romancero
HH_1235,Person_3126,male,41,40-44,,,,1,,Madrid
HH_1236,Person_3127,male,34,30-34,,,,0,Alcorcon,
HH_1237,Person_3128,female,11,10-14,Person_3130,,,0,,
HH_1237,Person_3129,female,32,30-34,Person_3130,,,0,,Madrid
HH_1237,Person_3130,male,57,55-59,,,Person_3131,2,,
HH_1237,Person_3131,male,55,55-59,,,Person_3130,0,,Fuenlabrada
HH_1238,Person_3132,male,63,60-64,,,,0,,
HH_1239,Person_3133,male,56,55-59,,,,0,Fuenlabrada,Roymardi
HH_1239,Person_3134,female,55,55-59,,,,0,Fuenlabrada,
HH_1240,Person_3135,male,57,55-59,,,,0,Madrid,
HH_1241,Person_3136,male,4,0-4,Person_3138,,,0,,
HH_1241,Person_3137,female,31,30-34,Person_3138,,,0,,Madrid
HH_1241,Person_3138,male,48,45-49,,,Person_3139,2,,Getafe norte
HH_1241,Person_3139,male,47,45-49,,,Person_3138,0,,Madrid
HH_1242,Person_3140,male,3,0-4,,Person_3142,,0,Fuenlabrada,
HH_1242,Person_3141,female,32,30-34,,Person_3142,,0,Fuenlabrada,
HH_1242,Person_3142,female,76,75-79,,,Person_3143,2,Fuenlabrada,
HH_1242,Person_3143,female,59,55-59,,,Person_3142,0,Fuenlabrada,
HH_1243,Person_3144,male,25,25-29,,Person_3146,,0,,
HH_1243,Person_3145,male,35,35-39,,Person_3146,,0,,Getafe norte
HH_1243,Person_3146,female,61,60-64,,,Person_3147,2,,Madrid
HH_1243,Person_3147,female,78,75-79,,,Person_3146,0,,
HH_1244,Person_3148,female,19,15-19,,Person_3150,,0,,Biblioteca Rey Pastor
HH_1244,Person_3149,male,32,30-34,,Person_3150,,0,,Madrid
HH_1244,Person_3150,female,66,65-69,,,Person_3151,2,,
HH_1244,Person_3151,female,70,70-74,,,Person_3150,0,,
HH_1245,Person_3152,male,0,0-4,,Person_3154,,0,,
HH_1245,Person_3153,male,29,25-29,,Person_3154,,0,,Ermita de San Nicasio
HH_1245,Person_3154,female,46,45-49,,,Person_3155,2,,Madrid
HH_1245,Person_3155,female,46,45-49,,,Person_3154,0,,Madrid
HH_1246,Person_3156,female,60,60-64,,,,0,,Madrid
HH_1246,Person_3157,male,90,90-94,,,,0,,
HH_1247,Person_3158,female,48,45-49,,,,0,,Madrid
HH_1248,Person_3159,male,10,10-14,,Person_3162,,0,,
HH_1248,Person_3160,male,17,15-19,,Person_3162,,0,,
HH_1248,Person_3161,male,13,10-14,,Person_3162,,0,,
HH_1248,Person_3162,female,60,60-64,,,,3,,Alcorcon
HH_1249,Person_3163,male,21,20-24,,Person_3166,,0,,Mostoles
HH_1249,Person_3164,male,3,0-4,,Person_3166,,0,,
HH_1249,Person_3165,male,26,25-29,,Person_3166,,0,,Madrid
HH_1249,Person_3166,female,52,50-54,,,,3,,Madrid
HH_1250,Person_3167,male,31,30-34,,,,0,Madrid,
HH_1251,Person_3168,female,39,35-39,Person_3169,,,0,,
HH_1251,Person_3169,male,71,70-74,,,,1,,
HH_1252,Person_3170,female,15,15-19,Person_3171,,,0,,
HH_1252,Person_3171,male,56,55-59,,,Person_3172,1,,Madrid
HH_1252,Person_3172,male,54,50-54,,,Person_3171,0,,Getafe norte
HH_1253,Person_3173,male,65,65-69,,,,0,,
HH_1254,Person_3174,female,81,80-84,,,,0,,
HH_1254,Person_3175,female,99,95-99,,,,0,,
HH_1255,Person_3176,male,89,85-89,,,,0,,
HH_1256,Person_3177,female,67,65-69,,,,0,Extremadura,
HH_1257,Person_3178,male,15,15-19,,Person_3179,,0,,
HH_1257,Person_3179,female,43,40-44,,,Person_3180,1,,Madrid
HH_1257,Person_3180,female,37,35-39,,,Person_3179,0,,
HH_1258,Person_3181,male,32,30-34,,Person_3182,,0,Getafe norte,
HH_1258,Person_3182,female,49,45-49,,,,1,Getafe norte,
HH_1259,Person_3183,male,30,30-34,,,,0,,Madrid
HH_1260,Person_3184,female,90,90-94,,,,0,,
HH_1260,Person_3185,female,60,60-64,,,,0,,
HH_1261,Person_3186,male,76,75-79,,,,0,,
HH_1262,Person_3187,female,54,50-54,,,,0,Madrid,
HH_1262,Person_3188,female,79,75-79,,,,0,Madrid,
HH_1263,Person_3189,female,43,40-44,Person_3190,,,0,,Fuenlabrada
HH_1263,Person_3190,male,69,65-69,,,,1,,
HH_1264,Person_3191,female,34,30-34,,,,0,Madrid,
HH_1264,Person_3192,male,19,15-19,,,,0,Madrid,
HH_1265,Person_3193,male,5,5-9,,Person_3195,,0,,
HH_1265,Person_3194,male,33,30-34,,Person_3195,,0,,Madrid
HH_1265,Person_3195,female,71,70-74,,,Person_3196,2,,
HH_1265,Person_3196,female,65,65-69,,,Person_3195,0,,
HH_1266,Person_3197,female,39,35-39,,,,0,,Madrid
HH_1266,Person_3198,female,55,55-59,,,,0,,Getafe norte
HH_1267,Person_3199,female,38,35-39,,Person_3200,,0,,Madrid
HH_1267,Person_3200,female,65,65-69,,,,1,,
HH_1268,Person_3201,female,70,70-74,,,,0,Madrid,
HH_1269,Person_3202,male,89,85-89,,,,0,,
HH_1269,Person_3203,male,30,30-34,,,,0,,Fundación IMDEA Networks
HH_1270,Person_3204,female,19,15-19,Person_3205,,,0,,Edificio Sabatini
HH_1270,Person_3205,male,61,60-64,,,Person_3206,1,,Madrid
HH_1270,Person_3206,male,56,55-59,,,Person_3205,0,,Madrid
HH_1271,Person_3207,female,2,0-4,Person_3211,,,0,Madrid,
HH_1271,Person_3208,female,4,0-4,Person_3211,,,0,Madrid,
HH_1271,Person_3209,female,1,0-4,Person_3211,,,0,Madrid,
HH_1271,Person_3210,female,10,10-14,Person_3211,,,0,Madrid,
HH_1271,Person_3211,male,38,35-39,,,,4,Madrid,
HH_1272,Person_3212,male,10,10-14,Person_3213,,,0,,
HH_1272,Person_3213,male,36,35-39,,,Person_3214,1,,Madrid
HH_1272,Person_3214,male,39,35-39,,,Person_3213,0,,Madrid
HH_1273,Person_3215,female,4,0-4,,Person_3216,,0,,
HH_1273,Person_3216,female,34,30-34,,,Person_3217,1,,Alcorcon
HH_1273,Person_3217,female,26,25-29,,,Person_3216,0,,Madrid
HH_1274,Person_3218,female,65,65-69,,,,0,Getafe norte,
HH_1274,Person_3219,female,71,70-74,,,,0,Getafe norte,
HH_1275,Person_3220,female,16,15-19,Person_3221,,,0,,
HH_1275,Person_3221,male,49,45-49,,,Person_3222,1,,Madrid
HH_1275,Person_3222,male,44,40-44,,,Person_3221,0,,Mostoles
HH_1276,Person_3223,male,38,35-39,,,,0,,
HH_1276,Person_3224,male,81,80-84,,,,0,,
HH_1277,Person_3225,female,43,40-44,,,,0,,Madrid
HH_1278,Person_3226,female,3,0-4,,Person_3230,,0,,
HH_1278,Person_3227,female,9,5-9,,Person_3230,,0,,
HH_1278,Person_3228,female,13,10-14,,Person_3230,,0,,
HH_1278,Person_3229,male,5,5-9,,Person_3230,,0,,
HH_1278,Person_3230,female,31,30-34,,,,4,,Madrid
HH_1279,Person_3231,female,15,15-19,,Person_3233,,0,Madrid,
HH_1279,Person_3232,female,27,25-29,,Person_3233,,0,Madrid,
HH_1279,Person_3233,female,53,50-54,,,Person_3234,2,Madrid,
HH_1279,Person_3234,female,56,55-59,,,Person_3233,0,Madrid,
HH_1280,Person_3235,female,23,20-24,Person_3236,,,0,,
HH_1280,Person_3236,male,41,40-44,,,Person_3237,1,,
HH_1280,Person_3237,male,31,30-34,,,Person_3236,0,,Madrid
HH_1281,Person_3238,female,51,50-54,,,,0,,
HH_1281,Person_3239,female,29,25-29,,,,0,,
HH_1282,Person_3240,male,5,5-9,Person_3242,,,0,,
HH_1282,Person_3241,female,30,30-34,Person_3242,,,0,,
HH_1282,Person_3242,male,59,55-59,,,Person_3243,2,,Madrid
HH_1282,Person_3243,male,45,45-49,,,Person_3242,0,,Madrid
HH_1283,Person_3244,male,54,50-54,,,,0,,Madrid
HH_1283,Person_3245,male,24,20-24,,,,0,,
HH_1283,Person_3246,female,70,70-74,,,,0,,
HH_1283,Person_3247,male,68,65-69,,,,0,,
HH_1284,Person_3248,male,1,0-4,Person_3250,,,0,Madrid,
HH_1284,Person_3249,female,33,30-34,Person_3250,,,0,Madrid,
HH_1284,Person_3250,male,77,75-79,,,Person_3251,2,Madrid,
HH_1284,Person_3251,male,54,50-54,,,Person_3250,0,Madrid,
HH_1285,Person_3252,male,76,75-79,,,,0,Getafe norte,
HH_1285,Person_3253,male,60,60-64,,,,0,Getafe norte,
HH_1286,Person_3254,female,2,0-4,,Person_3257,,0,,
HH_1286,Person_3255,female,6,5-9,,Person_3257,,0,,
HH_1286,Person_3256,male,7,5-9,,Person_3257,,0,,Centro Ocupacional Juan Ramón Jiménez
HH_1286,Person_3257,female,38,35-39,,,,3,,Madrid
HH_1287,Person_3258,female,67,65-69,,,,0,,
HH_1287,Person_3259,female,48,45-49,,,,0,,Madrid
HH_1288,Person_3260,female,25,25-29,,Person_3261,,0,,Madrid
HH_1288,Person_3261,female,51,50-54,,,Person_3262,1,,Madrid
HH_1288,Person_3262,female,97,95-99,,,Person_3261,0,,
HH_1289,Person_3263,male,42,40-44,,,,0,Madrid,
HH_1289,Person_3264,female,34,30-34,,,,0,Madrid,
HH_1290,Person_3265,female,82,80-84,,,,0,,
HH_1291,Person_3266,female,55,55-59,,Person_3267,,0,,
HH_1291,Person_3267,female,82,80-84,,,,1,,
HH_1292,Person_3268,male,82,80-84,,,,0,,
HH_1293,Person_3269,female,57,55-59,,,,0,,Madrid
HH_1294,Person_3270,male,56,55-59,,,,0,,Madrid
HH_1294,Person_3271,female,38,35-39,,,,0,,Madrid
HH_1295,Person_3272,female,8,5-9,,Person_3276,,0,,
HH_1295,Person_3273,male,16,15-19,,Person_3276,,0,,
HH_1295,Person_3274,male,16,15-19,,Person_3276,,0,,
HH_1295,Person_3275,female,5,5-9,,Person_3276,,0,,
HH_1295,Person_3276,female,49,45-49,,,,4,,Mostoles
HH_1296,Person_3277,male,91,90-94,,,,0,,
HH_1296,Person_3278,female,63,60-64,,,,0,,Madrid
HH_1297,Person_3279,female,20,20-24,,Person_3281,,0,,Madrid
HH_1297,Person_3280,male,35,35-39,,Person_3281,,0,,
HH_1297,Person_3281,female,68,65-69,,,Person_3282,2,,
HH_1297,Person_3282,female,86,85-89,,,Person_3281,0,,
HH_1298,Person_3283,male,45,45-49,,,,0,Madrid,
HH_1299,Person_3284,male,3,0-4,Person_3286,,,0,,
HH_1299,Person_3285,female,34,30-34,Person_3286,,,0,,Madrid
HH_1299,Person_3286,male,77,75-79,,,Person_3287,2,,
HH_1299,Person_3287,male,57,55-59,,,Person_3286,0,,Madrid
HH_1300,Person_3288,male,47,45-49,,,,0,,Madrid
HH_1300,Person_3289,male,41,40-44,,,,0,,Madrid
HH_1301,Person_3290,male,81,80-84,,,,0,,
HH_1301,Person_3291,female,31,30-34,,,,0,,Fuenlabrada
HH_1302,Person_3292,female,33,30-34,,,,0,,Carmen García de Gúdal
HH_1302,Person_3293,male,28,25-29,,,,0,,Edificio Juan Benet
HH_1303,Person_3294,female,57,55-59,,,,0,,
HH_1303,Person_3295,male,44,40-44,,,,0,,Madrid
HH_1304,Person_3296,male,46,45-49,,,,0,,Madrid
HH_1305,Person_3297,male,33,30-34,,,,0,Fuenlabrada,
HH_1306,Person_3298,female,10,10-14,,Person_3302,,0,,
HH_1306,Person_3299,female,16,15-19,,Person_3302,,0,,
HH_1306,Person_3300,male,1,0-4,,Person_3302,,0,,
HH_1306,Person_3301,male,4,0-4,,Person_3302,,0,,
HH_1306,Person_3302,female,43,40-44,,,,4,,Madrid
HH_1307,Person_3303,female,3,0-4,,Person_3307,,0,,Escuela Infantil Rosa Caramelo
HH_1307,Person_3304,male,9,5-9,,Person_3307,,0,,
HH_1307,Person_3305,male,6,5-9,,Person_3307,,0,,
HH_1307,Person_3306,female,9,5-9,,Person_3307,,0,,
HH_1307,Person_3307,female,42,40-44,,,,4,,Madrid
HH_1308,Person_3308,male,24,20-24,,,,0,,
HH_1308,Person_3309,male,64,60-64,,,,0,,Madrid
HH_1309,Person_3310,male,12,10-14,Person_3313,,,0,,Escuela Municipal de Música Manuel Rodríguez Sales
HH_1309,Person_3311,female,9,5-9,Person_3313,,,0,,
HH_1309,Person_3312,male,12,10-14,Person_3313,,,0,,
HH_1309,Person_3313,male,39,35-39,,,Person_3314,3,,Madrid
HH_1309,Person_3314,male,37,35-39,,,Person_3313,0,,Getafe norte
HH_1310,Person_3315,male,5,5-9,,Person_3319,,0,,
HH_1310,Person_3316,female,8,5-9,,Person_3319,,0,,
HH_1310,Person_3317,male,2,0-4,,Person_3319,,0,,
HH_1310,Person_3318,female,3,0-4,,Person_3319,,0,,
HH_1310,Person_3319,female,27,25-29,,,,4,,Fundación IMDEA Networks
HH_1311,Person_3320,male,3,0-4,Person_3323,,,0,,
HH_1311,Person_3321,female,9,5-9,Person_3323,,,0,,
HH_1311,Person_3322,female,3,0-4,Person_3323,,,0,,Escuela Infantil Rosa Caramelo
HH_1311,Person_3323,male,49,45-49,,,Person_3324,3,,Madrid
HH_1311,Person_3324,male,40,40-44,,,Person_3323,0,,Hotel Madrid Leganés
HH_1312,Person_3325,female,22,20-24,,Person_3327,,0,,Edificio Torres Quevedo
HH_1312,Person_3326,female,28,25-29,,Person_3327,,0,,
HH_1312,Person_3327,female,68,65-69,,,,2,,
HH_1313,Person_3328,female,2,0-4,,Person_3329,,0,Madrid,Escuela Infantil Rosa Caramelo
HH_1313,Person_3329,female,39,35-39,,,Person_3330,1,Madrid,Logista
HH_1313,Person_3330,female,33,30-34,,,Person_3329,0,Madrid,
HH_1314,Person_3331,male,33,30-34,,,,0,,Madrid
HH_1314,Person_3332,male,86,85-89,,,,0,,
HH_1315,Person_3333,male,19,15-19,,,,0,Mostoles,
HH_1315,Person_3334,female,97,95-99,,,,0,Mostoles,
HH_1315,Person_3335,female,35,35-39,,,,0,Mostoles,
HH_1315,Person_3336,male,48,45-49,,,,0,Mostoles,The Climb
HH_1316,Person_3337,female,60,60-64,,,,0,Madrid,
HH_1317,Person_3338,male,5,5-9,Person_3342,,,0,,
HH_1317,Person_3339,female,3,0-4,Person_3342,,,0,,
HH_1317,Person_3340,male,9,5-9,Person_3342,,,0,,
HH_1317,Person_3341,male,15,15-19,Person_3342,,,0,,
HH_1317,Person_3342,male,40,40-44,,,,4,,Madrid
HH_1318,Person_3343,male,24,20-24,Person_3345,,,0,,
HH_1318,Person_3344,female,35,35-39,Person_3345,,,0,,Fuenlabrada
HH_1318,Person_3345,male,63,60-64,,,Person_3346,2,,Madrid
HH_1318,Person_3346,male,61,60-64,,,Person_3345,0,,Madrid
HH_1319,Person_3347,female,97,95-99,,,,0,Alcorcon,
HH_1320,Person_3348,female,23,20-24,,Person_3349,,0,,Edificio Agustín de Betancourt
HH_1320,Person_3349,female,55,55-59,,,Person_3350,1,,Madrid
HH_1320,Person_3350,female,59,55-59,,,Person_3349,0,,Madrid
HH_1321,Person_3351,female,65,65-69,,,,0,Alcorcon,
HH_1322,Person_3352,male,97,95-99,,,,0,,
HH_1322,Person_3353,male,40,40-44,,,,0,,Madrid
HH_1323,Person_3354,female,24,20-24,,Person_3357,,0,,
HH_1323,Person_3355,female,6,5-9,,Person_3357,,0,,
HH_1323,Person_3356,female,3,0-4,,Person_3357,,0,,
HH_1323,Person_3357,female,68,65-69,,,Person_3358,3,,
HH_1323,Person_3358,female,89,85-89,,,Person_3357,0,,
HH_1324,Person_3359,female,67,65-69,,,,0,Madrid,
HH_1324,Person_3360,male,36,35-39,,,,0,Madrid,
HH_1325,Person_3361,female,3,0-4,Person_3364,,,0,,
HH_1325,Person_3362,male,8,5-9,Person_3364,,,0,,guardería
HH_1325,Person_3363,female,6,5-9,Person_3364,,,0,,
HH_1325,Person_3364,male,47,45-49,,,,3,,Madrid
HH_1326,Person_3365,female,1,0-4,Person_3367,,,0,,
HH_1326,Person_3366,female,26,25-29,Person_3367,,,0,,Madrid
HH_1326,Person_3367,male,70,70-74,,,Person_3368,2,,
HH_1326,Person_3368,male,63,60-64,,,Person_3367,0,,Getafe norte
HH_1327,Person_3369,female,8,5-9,Person_3371,,,0,Madrid,
HH_1327,Person_3370,male,25,25-29,Person_3371,,,0,Madrid,
HH_1327,Person_3371,male,65,65-69,,,Person_3372,2,Madrid,
HH_1327,Person_3372,male,46,45-49,,,Person_3371,0,Madrid,
HH_1328,Person_3373,female,49,45-49,Person_3374,,,0,Mostoles,Grupo Norte
HH_1328,Person_3374,male,74,70-74,,,,1,Mostoles,
HH_1329,Person_3375,male,26,25-29,Person_3376,,,0,Madrid,
HH_1329,Person_3376,male,54,50-54,,,Person_3377,1,Madrid,
HH_1329,Person_3377,male,53,50-54,,,Person_3376,0,Madrid,
HH_1330,Person_3378,female,36,35-39,,,,0,,Madrid
HH_1331,Person_3379,male,98,95-99,,,,0,,
HH_1332,Person_3380,male,74,70-74,,,,0,,
HH_1333,Person_3381,male,23,20-24,,,,0,Alcorcon,
HH_1334,Person_3382,female,13,10-14,,Person_3383,,0,,
HH_1334,Person_3383,female,47,45-49,,,Person_3384,1,,Madrid
HH_1334,Person_3384,female,49,45-49,,,Person_3383,0,,Madrid
HH_1335,Person_3385,male,18,15-19,,,,0,,
HH_1336,Person_3386,male,11,10-14,Person_3388,,,0,Peugeot,
HH_1336,Person_3387,male,25,25-29,Person_3388,,,0,Peugeot,Edificio Torres Quevedo
HH_1336,Person_3388,male,54,50-54,,,Person_3389,2,Peugeot,
HH_1336,Person_3389,male,41,40-44,,,Person_3388,0,Peugeot,Madrid
HH_1337,Person_3390,male,5,5-9,Person_3392,,,0,,
HH_1337,Person_3391,female,34,30-34,Person_3392,,,0,,Madrid
HH_1337,Person_3392,male,68,65-69,,,Person_3393,2,,
HH_1337,Person_3393,male,55,55-59,,,Person_3392,0,,Getafe norte
HH_1338,Person_3394,male,14,10-14,,Person_3395,,0,Mostoles,
HH_1338,Person_3395,female,53,50-54,,,Person_3396,1,Mostoles,
HH_1338,Person_3396,female,56,55-59,,,Person_3395,0,Mostoles,
HH_1339,Person_3397,female,70,70-74,,,,0,,
HH_1340,Person_3398,female,61,60-64,,,,0,,Madrid
HH_1341,Person_3399,male,4,0-4,,Person_3400,,0,,
HH_1341,Person_3400,female,48,45-49,,,Person_3401,1,,Madrid
HH_1341,Person_3401,female,55,55-59,,,Person_3400,0,,Madrid
HH_1342,Person_3402,female,65,65-69,,,,0,,
HH_1343,Person_3403,male,51,50-54,,,,0,Fuenlabrada,
HH_1344,Person_3404,male,0,0-4,Person_3405,,,0,,
HH_1344,Person_3405,male,39,35-39,,,Person_3406,1,,Madrid
HH_1344,Person_3406,male,36,35-39,,,Person_3405,0,,Madrid
HH_1345,Person_3407,female,34,30-34,,Person_3408,,0,,Madrid
HH_1345,Person_3408,female,78,75-79,,,,1,,
HH_1346,Person_3409,female,22,20-24,,Person_3412,,0,,
HH_1346,Person_3410,male,21,20-24,,Person_3412,,0,,Madrid
HH_1346,Person_3411,male,20,20-24,,Person_3412,,0,,Madrid
HH_1346,Person_3412,female,55,55-59,,,,3,,Madrid
HH_1347,Person_3413,female,2,0-4,,Person_3415,,0,,
HH_1347,Person_3414,male,33,30-34,,Person_3415,,0,,Madrid
HH_1347,Person_3415,female,68,65-69,,,Person_3416,2,,
HH_1347,Person_3416,female,58,55-59,,,Person_3415,0,,Madrid
HH_1348,Person_3417,male,30,30-34,,Person_3418,,0,,
HH_1348,Person_3418,female,67,65-69,,,Person_3419,1,,
HH_1348,Person_3419,female,62,60-64,,,Person_3418,0,,Madrid
HH_1349,Person_3420,male,14,10-14,,Person_3424,,0,,
HH_1349,Person_3421,male,24,20-24,,Person_3424,,0,,
HH_1349,Person_3422,female,1,0-4,,Person_3424,,0,,
HH_1349,Person_3423,female,2,0-4,,Person_3424,,0,,Escuela Infantil Rosa Caramelo
HH_1349,Person_3424,female,50,50-54,,,,4,,Madrid
HH_1350,Person_3425,female,21,20-24,,Person_3428,,0,,Edificio Sabatini
HH_1350,Person_3426,female,4,0-4,,Person_3428,,0,,
HH_1350,Person_3427,female,16,15-19,,Person_3428,,0,,
HH_1350,Person_3428,female,39,35-39,,,Person_3429,3,,Madrid
HH_1350,Person_3429,female,32,30-34,,,Person_3428,0,,
HH_1351,Person_3430,female,57,55-59,,,,0,,Madrid
HH_1352,Person_3431,female,18,15-19,,Person_3432,,0,Fuenlabrada,Fundación IMDEA Networks
HH_1352,Person_3432,female,45,45-49,,,Person_3433,1,Fuenlabrada,
HH_1352,Person_3433,female,44,40-44,,,Person_3432,0,Fuenlabrada,
HH_1353,Person_3434,female,12,10-14,,Person_3436,,0,Extremadura,
HH_1353,Person_3435,female,26,25-29,,Person_3436,,0,Extremadura,
HH_1353,Person_3436,female,60,60-64,,,Person_3437,2,Extremadura,
HH_1353,Person_3437,female,66,65-69,,,Person_3436,0,Extremadura,
HH_1354,Person_3438,female,24,20-24,Person_3439,,,0,,Edificio Juan Benet
HH_1354,Person_3439,male,55,55-59,,,Person_3440,1,,Madrid
HH_1354,Person_3440,male,54,50-54,,,Person_3439,0,,Madrid
HH_1355,Person_3441,male,22,20-24,Person_3443,,,0,,
HH_1355,Person_3442,male,2,0-4,Person_3443,,,0,,
HH_1355,Person_3443,male,50,50-54,,,,2,,Madrid
HH_1356,Person_3444,male,30,30-34,Person_3445,,,0,Alcorcon,Edificio Sabatini
HH_1356,Person_3445,male,59,55-59,,,Person_3446,1,Alcorcon,
HH_1356,Person_3446,male,49,45-49,,,Person_3445,0,Alcorcon,
HH_1357,Person_3447,female,40,40-44,,,,0,Madrid,
HH_1357,Person_3448,male,69,65-69,,,,0,Madrid,
HH_1358,Person_3449,female,25,25-29,,Person_3451,,0,Fuenlabrada,
HH_1358,Person_3450,male,30,30-34,,Person_3451,,0,Fuenlabrada,
HH_1358,Person_3451,female,47,45-49,,,,2,Fuenlabrada,
HH_1359,Person_3452,female,76,75-79,,,,0,Extremadura,
HH_1360,Person_3453,male,41,40-44,,,,0,,Madrid
HH_1360,Person_3454,male,92,90-94,,,,0,,
HH_1361,Person_3455,male,12,10-14,,Person_3457,,0,,
HH_1361,Person_3456,male,32,30-34,,Person_3457,,0,,Madrid
HH_1361,Person_3457,female,65,65-69,,,Person_3458,2,,
HH_1361,Person_3458,female,71,70-74,,,Person_3457,0,,
HH_1362,Person_3459,female,66,65-69,,,,0,,
HH_1362,Person_3460,male,45,45-49,,,,0,,Madrid
HH_1363,Person_3461,male,19,15-19,Person_3462,,,0,,Madrid
HH_1363,Person_3462,male,63,60-64,,,Person_3463,1,,Madrid
HH_1363,Person_3463,male,63,60-64,,,Person_3462,0,,Madrid
HH_1364,Person_3464,female,0,0-4,,Person_3465,,0,Madrid,
HH_1364,Person_3465,female,44,40-44,,,Person_3466,1,Madrid,
HH_1364,Person_3466,female,41,40-44,,,Person_3465,0,Madrid,
HH_1365,Person_3467,male,48,45-49,,,,0,,Madrid
HH_1366,Person_3468,female,5,5-9,Person_3469,,,0,,Escuela Infantil Rosa Caramelo
HH_1366,Person_3469,male,33,30-34,,,Person_3470,1,,Madrid
HH_1366,Person_3470,male,30,30-34,,,Person_3469,0,,Madrid
HH_1367,Person_3471,male,45,45-49,,,,0,Madrid,
HH_1368,Person_3472,male,10,10-14,,Person_3475,,0,Madrid,
HH_1368,Person_3473,female,17,15-19,,Person_3475,,0,Madrid,
HH_1368,Person_3474,female,18,15-19,,Person_3475,,0,Madrid,
HH_1368,Person_3475,female,44,40-44,,,,3,Madrid,
HH_1369,Person_3476,male,6,5-9,,Person_3479,,0,Madrid,
HH_1369,Person_3477,female,0,0-4,,Person_3479,,0,Madrid,
HH_1369,Person_3478,female,10,10-14,,Person_3479,,0,Madrid,Escuela Municipal de Música Manuel Rodríguez Sales
HH_1369,Person_3479,female,40,40-44,,,Person_3480,3,Madrid,
HH_1369,Person_3480,female,53,50-54,,,Person_3479,0,Madrid,
HH_1370,Person_3481,female,76,75-79,,,,0,,
HH_1371,Person_3482,female,91,90-94,,,,0,,
HH_1372,Person_3483,female,15,15-19,Person_3484,,,0,Madrid,
HH_1372,Person_3484,male,45,45-49,,,Person_3485,1,Madrid,
HH_1372,Person_3485,male,50,50-54,,,Person_3484,0,Madrid,
HH_1373,Person_3486,female,26,25-29,,Person_3487,,0,,
HH_1373,Person_3487,female,57,55-59,,,,1,,Extremadura
HH_1374,Person_3488,male,19,15-19,Person_3489,,,0,Getafe norte,
HH_1374,Person_3489,male,54,50-54,,,,1,Getafe norte,
HH_1375,Person_3490,male,40,40-44,,,,0,,
HH_1375,Person_3491,female,69,65-69,,,,0,,
HH_1376,Person_3492,female,24,20-24,Person_3493,,,0,Madrid,
HH_1376,Person_3493,male,39,35-39,,,,1,Madrid,
HH_1377,Person_3494,female,8,5-9,Person_3495,,,0,,
HH_1377,Person_3495,male,38,35-39,,,,1,,Madrid
HH_1378,Person_3496,female,21,20-24,,Person_3498,,0,Getafe norte,
HH_1378,Person_3497,male,34,30-34,,Person_3498,,0,Getafe norte,
HH_1378,Person_3498,female,64,60-64,,,Person_3499,2,Getafe norte,
HH_1378,Person_3499,female,55,55-59,,,Person_3498,0,Getafe norte,
HH_1379,Person_3500,male,98,95-99,,,,0,,
HH_1379,Person_3501,male,31,30-34,,,,0,,Madrid
HH_1380,Person_3502,male,41,40-44,,,,0,,Madrid
HH_1380,Person_3503,male,79,75-79,,,,0,,
HH_1381,Person_3504,male,21,20-24,Person_3505,,,0,,
HH_1381,Person_3505,male,54,50-54,,,Person_3506,1,,Madrid
HH_1381,Person_3506,male,47,45-49,,,Person_3505,0,,Madrid
HH_1382,Person_3507,female,59,55-59,,,,0,,Madrid
HH_1382,Person_3508,male,76,75-79,,,,0,,
HH_1383,Person_3509,male,18,15-19,,,,0,Alcorcon,
HH_1384,Person_3510,male,20,20-24,Person_3511,,,0,Madrid,Parque Científico de la Universidad Carlos III de Madrid
HH_1384,Person_3511,male,46,45-49,,,Person_3512,1,Madrid,
HH_1384,Person_3512,male,45,45-49,,,Person_3511,0,Madrid,
HH_1385,Person_3513,female,45,45-49,,,,0,,Madrid
HH_1385,Person_3514,female,70,70-74,,,,0,,
HH_1385,Person_3515,female,78,75-79,,,,0,,
HH_1386,Person_3516,female,49,45-49,,,,0,,Madrid
HH_1386,Person_3517,male,27,25-29,,,,0,,
HH_1386,Person_3518,female,31,30-34,,,,0,,Madrid
HH_1387,Person_3519,male,45,45-49,,,,0,,Madrid
HH_1388,Person_3520,male,77,75-79,,,,0,,
HH_1388,Person_3521,male,26,25-29,,,,0,,
HH_1388,Person_3522,male,85,85-89,,,,0,,
HH_1389,Person_3523,female,78,75-79,,,,0,Madrid,
HH_1389,Person_3524,male,84,80-84,,,,0,Madrid,
HH_1389,Person_3525,male,23,20-24,,,,0,Madrid,Fundación IMDEA Networks
HH_1390,Person_3526,male,8,5-9,Person_3528,,,0,,
HH_1390,Person_3527,male,30,30-34,Person_3528,,,0,,
HH_1390,Person_3528,male,68,65-69,,,Person_3529,2,,
HH_1390,Person_3529,male,65,65-69,,,Person_3528,0,,
