household_id,number_persons,district,household_type_theoretical,household_type_generated,member_count,nucleus_member_refs,house_building_name,house_building_type
HH_703,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_1809|Person_1810|Person_1811|Person_1812,,semidetached_house
HH_704,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_1813|Person_1814|Person_1815|Person_1816,,yes
HH_705,2 personas,Norte,Otro tipo de hogar,Otro tipo de hogar,2,Person_1817|Person_1818,,yes
HH_706,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_1819|Person_1820|Person_1821|Person_1822,,detached
HH_707,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_1823|Person_1824,,residential
HH_708,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_1825|Person_1826,,residential
HH_709,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_1827|Person_1828,,house
HH_710,4 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_1829|Person_1830|Person_1831|Person_1832,Madrid,city
HH_711,3 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_1833|Person_1834|Person_1835,,semidetached_house
HH_712,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_1836|Person_1837|Person_1838,,residential
HH_713,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,Person_1839|Person_1840|Person_1841|Person_1842,Madrid,city
HH_714,3 personas,San Nicasio,Otro tipo de hogar,Otro tipo de hogar,3,Person_1843|Person_1844|Person_1845,Madrid,city
HH_715,3 personas,Sur,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),3,Person_1846|Person_1847|Person_1848,,apartments
HH_716,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_1849|Person_1850|Person_1851,Madrid,city
HH_717,1 persona,Sur,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_1852,Fuenlabrada,city
HH_718,3 personas,Sur,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_1853|Person_1854|Person_1855,Getafe norte,city
HH_719,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_1856|Person_1857,,yes
HH_720,3 personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),3,Person_1858|Person_1859|Person_1860,,semidetached_house
HH_721,1 persona,Zarzaquemada,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,Person_1861,,apartments
HH_722,3 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_1862|Person_1863|Person_1864,,yes
HH_723,3 personas,Carrascal,Otro tipo de hogar,Otro tipo de hogar,3,Person_1865|Person_1866|Person_1867,,detached
HH_724,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_1868|Person_1869,,apartments
HH_725,3 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_1870|Person_1871|Person_1872,,yes
HH_726,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_1873|Person_1874,Fuenlabrada,city
HH_727,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_1875|Person_1876|Person_1877|Person_1878,Madrid,city
HH_728,4 personas,Fortuna,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,Person_1879|Person_1880|Person_1881|Person_1882,,yes
HH_729,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_1883|Person_1884|Person_1885|Person_1886,,yes
HH_730,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_1887|Person_1888|Person_1889|Person_1890,,cabin
HH_731,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_1891|Person_1892|Person_1893,,yes
HH_732,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_1894|Person_1895,,semidetached_house
HH_733,1 persona,Sur,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_1896,Getafe norte,city
HH_734,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_1897|Person_1898,,yes
HH_735,4 personas,Fortuna,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,Person_1899|Person_1900|Person_1901|Person_1902,,yes
HH_736,3 personas,Sur,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,Person_1903|Person_1904|Person_1905,Madrid,city
HH_737,1 persona,Norte,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_1906,,apartments
HH_738,1 persona,San Nicasio,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_1907,,semidetached_house
HH_739,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_1908|Person_1909,,yes
HH_740,4 personas,San Nicasio,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,Person_1910|Person_1911|Person_1912|Person_1913,Getafe norte,city
HH_741,3 personas,Sur,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,3,Person_1914|Person_1915|Person_1916,,apartments
HH_742,2 personas,Polvoranca,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Person_1917|Person_1918,Alcorcon,city
HH_743,4 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_1919|Person_1920|Person_1921|Person_1922,Getafe norte,city
HH_744,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_1923|Person_1924|Person_1925|Person_1926,,semidetached_house
HH_745,4 personas,Polvoranca,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,Person_1927|Person_1928|Person_1929|Person_1930,,semidetached_house
HH_746,5 o mas personas,San Nicasio,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_1931|Person_1932|Person_1933|Person_1934|Person_1935,Alcorcon,city
HH_747,1 persona,Polvoranca,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,Person_1936,Madrid,city
HH_748,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_1937|Person_1938,Madrid,city
HH_749,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_1939|Person_1940|Person_1941|Person_1942,,house
HH_750,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_1943|Person_1944,,apartments
HH_751,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_1945,Alcorcon,city
HH_752,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_1946|Person_1947|Person_1948|Person_1949,,yes
HH_753,1 persona,Fortuna,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_1950,,yes
HH_754,3 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_1951|Person_1952|Person_1953,,house
HH_755,4 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_1954|Person_1955|Person_1956|Person_1957,,apartments
HH_756,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_1958|Person_1959|Person_1960,,apartments
HH_757,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_1961|Person_1962,,residential
HH_758,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_1963|Person_1964|Person_1965,,semidetached_house
HH_759,1 persona,Carrascal,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_1966,Madrid,city
HH_760,5 o mas personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_1967|Person_1968|Person_1969|Person_1970|Person_1971,Madrid,city
HH_761,5 o mas personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Person_1972|Person_1973|Person_1974|Person_1975|Person_1976,Mostoles,city
HH_762,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,Person_1977|Person_1978|Person_1979|Person_1980,,residential
HH_763,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_1981,,apartments
HH_764,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_1982|Person_1983|Person_1984|Person_1985,,yes
HH_765,3 personas,Carrascal,Otro tipo de hogar,Otro tipo de hogar,3,Person_1986|Person_1987|Person_1988,,house
HH_766,1 persona,Carrascal,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_1989,,apartments
HH_767,5 o mas personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_1990|Person_1991|Person_1992|Person_1993|Person_1994,Fuenlabrada,city
HH_768,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_1995|Person_1996,,apartments
HH_769,5 o mas personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Person_1997|Person_1998|Person_1999|Person_2000|Person_2001,Madrid,city
HH_770,5 o mas personas,Polvoranca,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_2002|Person_2003|Person_2004|Person_2005|Person_2006,,semidetached_house
HH_771,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_2007|Person_2008|Person_2009,,house
HH_772,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_2010,,apartments
HH_773,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2011|Person_2012,Madrid,city
HH_774,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2013|Person_2014,Madrid,city
HH_775,4 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2015|Person_2016|Person_2017|Person_2018,,semidetached_house
HH_776,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_2019|Person_2020|Person_2021,,apartments
HH_777,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_2022,,residential
HH_778,5 o mas personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Person_2023|Person_2024|Person_2025|Person_2026|Person_2027,,residential
HH_779,2 personas,Carrascal,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Person_2028|Person_2029,,apartments
HH_780,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_2030|Person_2031|Person_2032,Madrid,city
HH_781,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2033|Person_2034|Person_2035|Person_2036,,residential
HH_782,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2037|Person_2038|Person_2039|Person_2040,Madrid,city
HH_783,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2041|Person_2042,,apartments
HH_784,1 persona,Carrascal,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_2043,,house
HH_785,4 personas,Carrascal,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,Person_2044|Person_2045|Person_2046|Person_2047,Pabellón de hielo de Leganés,yes
HH_786,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2048|Person_2049,,apartments
HH_787,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2050|Person_2051,,semidetached_house
HH_788,3 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_2052|Person_2053|Person_2054,Madrid,city
HH_789,3 personas,Norte,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_2055|Person_2056|Person_2057,Mostoles,city
HH_790,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_2058|Person_2059|Person_2060,,apartments
HH_791,3 personas,Sur,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,Person_2061|Person_2062|Person_2063,,yes
HH_792,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,Person_2064|Person_2065|Person_2066|Person_2067,,semidetached_house
HH_793,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,Person_2068|Person_2069|Person_2070|Person_2071,,apartments
HH_794,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2072|Person_2073|Person_2074|Person_2075,,apartments
HH_795,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_2076|Person_2077|Person_2078,Madrid,city
HH_796,1 persona,Zarzaquemada,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,Person_2079,Madrid,city
HH_797,4 personas,Fortuna,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,Person_2080|Person_2081|Person_2082|Person_2083,Madrid,city
HH_798,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2084|Person_2085|Person_2086|Person_2087,Madrid,city
HH_799,4 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2088|Person_2089|Person_2090|Person_2091,,apartments
HH_800,2 personas,Fortuna,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Person_2092|Person_2093,,yes
HH_801,3 personas,Zarzaquemada,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,Person_2094|Person_2095|Person_2096,,apartments
HH_802,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2097|Person_2098,,house
HH_803,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_2099|Person_2100|Person_2101,,apartments
HH_804,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Person_2102|Person_2103,,apartments
HH_805,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2104|Person_2105,Getafe norte,city
HH_806,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2106|Person_2107,,residential
HH_807,1 persona,Zarzaquemada,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,Person_2108,,residential
HH_808,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2109|Person_2110,Fuenlabrada,city
HH_809,4 personas,San Nicasio,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,4,Person_2111|Person_2112|Person_2113|Person_2114,,apartments
HH_810,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2115|Person_2116,,house
HH_811,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2117|Person_2118|Person_2119|Person_2120,,apartments
HH_812,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2121|Person_2122,,apartments
HH_813,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2123|Person_2124|Person_2125|Person_2126,,apartments
HH_814,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2127|Person_2128,Getafe norte,city
HH_815,1 persona,Sur,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_2129,Alcorcon,city
HH_816,1 persona,Carrascal,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,Person_2130,,semidetached_house
HH_817,1 persona,San Nicasio,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_2131,,house
HH_818,3 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_2132|Person_2133|Person_2134,,apartments
HH_819,1 persona,Sur,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,Person_2135,,residential
HH_820,1 persona,Carrascal,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_2136,,apartments
HH_821,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2137|Person_2138|Person_2139|Person_2140,,apartments
HH_822,3 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_2141|Person_2142|Person_2143,,yes
HH_823,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2144|Person_2145|Person_2146|Person_2147,,semidetached_house
HH_824,5 o mas personas,Sur,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_2148|Person_2149|Person_2150|Person_2151|Person_2152,,house
HH_825,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2153|Person_2154,,semidetached_house
HH_826,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2155|Person_2156|Person_2157|Person_2158,,residential
HH_827,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2159|Person_2160,,semidetached_house
HH_828,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Person_2161|Person_2162,,apartments
HH_829,3 personas,Zarzaquemada,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,Person_2163|Person_2164|Person_2165,Madrid,city
HH_830,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2166|Person_2167,,yes
HH_831,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2168|Person_2169|Person_2170|Person_2171,Madrid,city
HH_832,4 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2172|Person_2173|Person_2174|Person_2175,,yes
HH_833,1 persona,Carrascal,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_2176,,semidetached_house
HH_834,1 persona,Polvoranca,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_2177,,house
HH_835,2 personas,Fortuna,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2178|Person_2179,Madrid,city
HH_836,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2180|Person_2181,Madrid,city
HH_837,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_2182,,residential
HH_838,3 personas,Sur,Otro tipo de hogar,Otro tipo de hogar,3,Person_2183|Person_2184|Person_2185,,yes
HH_839,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2186|Person_2187|Person_2188|Person_2189,Alcorcon,city
HH_840,4 personas,Carrascal,Otro tipo de hogar,Otro tipo de hogar,4,Person_2190|Person_2191|Person_2192|Person_2193,Madrid,city
HH_841,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2194|Person_2195,,apartments
HH_842,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2196|Person_2197,Madrid,city
HH_843,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2198|Person_2199|Person_2200|Person_2201,,apartments
HH_844,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_2202,,residential
HH_845,3 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_2203|Person_2204|Person_2205,,house
HH_846,5 o mas personas,Polvoranca,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,5,Person_2206|Person_2207|Person_2208|Person_2209|Person_2210,,semidetached_house
HH_847,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_2211|Person_2212|Person_2213|Person_2214,,yes
HH_848,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2215|Person_2216,,apartments
HH_849,1 persona,Norte,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_2217,Fuenlabrada,city
HH_850,2 personas,Norte,Otro tipo de hogar,Otro tipo de hogar,2,Person_2218|Person_2219,Madrid,city
HH_851,1 persona,Sur,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_2220,Subaru,yes
HH_852,2 personas,San Nicasio,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Person_2221|Person_2222,,house
HH_853,3 personas,Zarzaquemada,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,Person_2223|Person_2224|Person_2225,,residential
HH_854,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_2226|Person_2227,Madrid,city
